Products,keyfigure,Days,Value,ProdType
CDS0J0000K02DC,unsatisfied_fresh,1,0,Fresh
CDS0J0000K02DC,unsatisfied_fresh,2,0,Fresh
CDS0J0000K02DC,unsatisfied_fresh,3,0,Fresh
CDS0J0000K02DC,unsatisfied_fresh,4,0,Fresh
P3JW00BRUK02DC,unsatisfied_fresh,0,0,Fresh
P3JW00BRUK02DC,unsatisfied_fresh,1,0,Fresh
P3JW00BRUK02DC,unsatisfied_fresh,2,0,Fresh
P3JW00BRUK02DC,unsatisfied_fresh,3,0,Fresh
P3JW00BRUK02DC,unsatisfied_fresh,4,0,Fresh
CKE0F0000K02DC,unsatisfied_fresh,0,0,Fresh
CKE0F0000K02DC,unsatisfied_fresh,1,0,Fresh
CKE0F0000K02DC,unsatisfied_fresh,2,4,Fresh
CKE0F0000K02DC,unsatisfied_fresh,3,0,Fresh
CKE0F0000K02DC,unsatisfied_fresh,4,0,Fresh
BTHS07595P24DC,unsatisfied_fresh,0,0,Fresh
BTHS07595P24DC,unsatisfied_fresh,1,0,Fresh
BTHS07595P24DC,unsatisfied_fresh,2,0,Fresh
BTHS07595P24DC,unsatisfied_fresh,3,0,Fresh
BTHS07595P24DC,unsatisfied_fresh,4,0,Fresh
PDMT04050K02DC,unsatisfied_fresh,0,0,Fresh
PDMT04050K02DC,unsatisfied_fresh,1,0,Fresh
PDMT04050K02DC,unsatisfied_fresh,2,0,Fresh
PDMT04050K02DC,unsatisfied_fresh,3,0,Fresh
PDMT04050K02DC,unsatisfied_fresh,4,0,Fresh
BTH0CU020K02DC,unsatisfied_fresh,0,0,Fresh
BTH0CU020K02DC,unsatisfied_fresh,1,0,Fresh
BTH0CU020K02DC,unsatisfied_fresh,2,0,Fresh
BTH0CU020K02DC,unsatisfied_fresh,3,0,Fresh
BTH0CU020K02DC,unsatisfied_fresh,4,0,Fresh
P3JW07090K02DC,unsatisfied_fresh,0,0,Fresh
P3JW07090K02DC,unsatisfied_fresh,1,0,Fresh
P3JW07090K02DC,unsatisfied_fresh,2,0,Fresh
P3JW07090K02DC,unsatisfied_fresh,3,0,Fresh
P3JW07090K02DC,unsatisfied_fresh,4,0,Fresh
PMJWMF000150DC,unsatisfied_fresh,0,0,Fresh
PMJWMF000150DC,unsatisfied_fresh,1,46,Fresh
PMJWMF000150DC,unsatisfied_fresh,2,68,Fresh
PMJWMF000150DC,unsatisfied_fresh,3,13,Fresh
PMJWMF000150DC,unsatisfied_fresh,4,13,Fresh
CLG026340K06DC,unsatisfied_fresh,0,0,Fresh
CLG026340K06DC,unsatisfied_fresh,1,0,Fresh
CLG026340K06DC,unsatisfied_fresh,2,0,Fresh
CLG026340K06DC,unsatisfied_fresh,3,0,Fresh
CLG026340K06DC,unsatisfied_fresh,4,3,Fresh
CDS0S0000K02DC,unsatisfied_fresh,0,0,Fresh
CDS0S0000K02DC,unsatisfied_fresh,1,0,Fresh
CDS0S0000K02DC,unsatisfied_fresh,2,0,Fresh
CDS0S0000K02DC,unsatisfied_fresh,3,0,Fresh
CDS0S0000K02DC,unsatisfied_fresh,4,0,Fresh
CLG022270P10DC,unsatisfied_fresh,0,0,Fresh
CLG022270P10DC,unsatisfied_fresh,1,0,Fresh
CLG022270P10DC,unsatisfied_fresh,2,0,Fresh
CLG022270P10DC,unsatisfied_fresh,3,0,Fresh
CLG022270P10DC,unsatisfied_fresh,4,0,Fresh
BLGS07595P24DC,unsatisfied_fresh,0,0,Fresh
BLGS07595P24DC,unsatisfied_fresh,1,0,Fresh
BLGS07595P24DC,unsatisfied_fresh,2,0,Fresh
BLGS07595P24DC,unsatisfied_fresh,3,0,Fresh
BLGS07595P24DC,unsatisfied_fresh,4,0,Fresh
CRB01924VP04DC,unsatisfied_fresh,0,0,Fresh
CRB01924VP04DC,unsatisfied_fresh,1,0,Fresh
CRB01924VP04DC,unsatisfied_fresh,2,0,Fresh
CRB01924VP04DC,unsatisfied_fresh,3,0,Fresh
CRB01924VP04DC,unsatisfied_fresh,4,0,Fresh
CLG022270K06DC,unsatisfied_fresh,0,0,Fresh
CLG022270K06DC,unsatisfied_fresh,1,0,Fresh
CLG022270K06DC,unsatisfied_fresh,2,0,Fresh
CLG022270K06DC,unsatisfied_fresh,3,0,Fresh
CLG022270K06DC,unsatisfied_fresh,4,0,Fresh
BBRSMF000K04DC,unsatisfied_fresh,0,0,Fresh
BBRSMF000K04DC,unsatisfied_fresh,1,842,Fresh
BBRSMF000K04DC,unsatisfied_fresh,2,0,Fresh
BBRSMF000K04DC,unsatisfied_fresh,3,0,Fresh
BBRSMF000K04DC,unsatisfied_fresh,4,0,Fresh
BBR0F0000K02DC,unsatisfied_fresh,0,0,Fresh
BBR0F0000K02DC,unsatisfied_fresh,1,0,Fresh
BBR0F0000K02DC,unsatisfied_fresh,2,0,Fresh
BBR0F0000K02DC,unsatisfied_fresh,3,0,Fresh
BBR0F0000K02DC,unsatisfied_fresh,4,0,Fresh
C3JWL0000K02DC,unsatisfied_fresh,0,0,Fresh
C3JWL0000K02DC,unsatisfied_fresh,1,0,Fresh
C3JWL0000K02DC,unsatisfied_fresh,2,0,Fresh
C3JWL0000K02DC,unsatisfied_fresh,3,0,Fresh
C3JWL0000K02DC,unsatisfied_fresh,4,0,Fresh
CDS0CU000K02DC,unsatisfied_fresh,0,0,Fresh
CDS0CU000K02DC,unsatisfied_fresh,1,40,Fresh
CDS0CU000K02DC,unsatisfied_fresh,2,38,Fresh
CDS0CU000K02DC,unsatisfied_fresh,3,0,Fresh
CDS0CU000K02DC,unsatisfied_fresh,4,0,Fresh
CRB015190K02DC,unsatisfied_fresh,0,0,Fresh
CRB015190K02DC,unsatisfied_fresh,1,123,Fresh
CRB015190K02DC,unsatisfied_fresh,2,123,Fresh
CRB015190K02DC,unsatisfied_fresh,3,0,Fresh
CRB015190K02DC,unsatisfied_fresh,4,0,Fresh
C9PCWBM20P18DC,unsatisfied_fresh,0,0,Fresh
C9PCWBM20P18DC,unsatisfied_fresh,1,1,Fresh
C9PCWBM20P18DC,unsatisfied_fresh,2,0,Fresh
C9PCWBM20P18DC,unsatisfied_fresh,3,0,Fresh
C9PCWBM20P18DC,unsatisfied_fresh,4,0,Fresh
BLG0F0000K02DC,unsatisfied_fresh,0,0,Fresh
BLG0F0000K02DC,unsatisfied_fresh,1,0,Fresh
BLG0F0000K02DC,unsatisfied_fresh,2,0,Fresh
BLG0F0000K02DC,unsatisfied_fresh,3,0,Fresh
BLG0F0000K02DC,unsatisfied_fresh,4,0,Fresh
PDMTF0000K02DC,unsatisfied_fresh,0,0,Fresh
PDMTF0000K02DC,unsatisfied_fresh,1,0,Fresh
PDMTF0000K02DC,unsatisfied_fresh,2,0,Fresh
PDMTF0000K02DC,unsatisfied_fresh,3,0,Fresh
PDMTF0000K02DC,unsatisfied_fresh,4,0,Fresh
C3JW0913VP06DC,unsatisfied_fresh,0,0,Fresh
C3JW0913VP06DC,unsatisfied_fresh,1,0,Fresh
C3JW0913VP06DC,unsatisfied_fresh,2,0,Fresh
C3JW0913VP06DC,unsatisfied_fresh,3,0,Fresh
C3JW0913VP06DC,unsatisfied_fresh,4,0,Fresh
CKE01218VP04DC,unsatisfied_fresh,0,0,Fresh
CKE01218VP04DC,unsatisfied_fresh,1,0,Fresh
CKE01218VP04DC,unsatisfied_fresh,2,0,Fresh
CKE01218VP04DC,unsatisfied_fresh,3,0,Fresh
CKE01218VP04DC,unsatisfied_fresh,4,0,Fresh
CRB015190K06DC,unsatisfied_fresh,0,0,Fresh
CRB015190K06DC,unsatisfied_fresh,1,2,Fresh
CRB015190K06DC,unsatisfied_fresh,2,2,Fresh
CRB015190K06DC,unsatisfied_fresh,3,0,Fresh
CRB015190K06DC,unsatisfied_fresh,4,0,Fresh
CRB019240K02DC,unsatisfied_fresh,0,0,Fresh
CRB019240K02DC,unsatisfied_fresh,1,22,Fresh
CRB019240K02DC,unsatisfied_fresh,2,28,Fresh
CRB019240K02DC,unsatisfied_fresh,3,0,Fresh
CRB019240K02DC,unsatisfied_fresh,4,0,Fresh
BBRSF3540K02DC,unsatisfied_fresh,0,0,Fresh
BBRSF3540K02DC,unsatisfied_fresh,1,0,Fresh
BBRSF3540K02DC,unsatisfied_fresh,2,0,Fresh
BBRSF3540K02DC,unsatisfied_fresh,3,0,Fresh
BBRSF3540K02DC,unsatisfied_fresh,4,0,Fresh
BBRSF0000K02DC,unsatisfied_fresh,0,0,Fresh
BBRSF0000K02DC,unsatisfied_fresh,1,0,Fresh
BBRSF0000K02DC,unsatisfied_fresh,2,0,Fresh
BBRSF0000K02DC,unsatisfied_fresh,3,0,Fresh
BBRSF0000K02DC,unsatisfied_fresh,4,0,Fresh
BCH019220K02DC,unsatisfied_fresh,0,0,Fresh
BCH019220K02DC,unsatisfied_fresh,1,0,Fresh
BCH019220K02DC,unsatisfied_fresh,2,0,Fresh
BCH019220K02DC,unsatisfied_fresh,3,0,Fresh
BCH019220K02DC,unsatisfied_fresh,4,0,Fresh
CRB019240K06DC,unsatisfied_fresh,0,0,Fresh
CRB019240K06DC,unsatisfied_fresh,1,12,Fresh
CRB019240K06DC,unsatisfied_fresh,2,12,Fresh
CRB019240K06DC,unsatisfied_fresh,3,0,Fresh
CRB019240K06DC,unsatisfied_fresh,4,0,Fresh
BFL0F0000K02DC,unsatisfied_fresh,0,0,Fresh
BFL0F0000K02DC,unsatisfied_fresh,1,0,Fresh
BFL0F0000K02DC,unsatisfied_fresh,2,0,Fresh
BFL0F0000K02DC,unsatisfied_fresh,3,0,Fresh
BFL0F0000K02DC,unsatisfied_fresh,4,0,Fresh
CCHICU000K06DC,unsatisfied_fresh,0,0,Fresh
CCHICU000K06DC,unsatisfied_fresh,1,113,Fresh
CCHICU000K06DC,unsatisfied_fresh,2,94,Fresh
CCHICU000K06DC,unsatisfied_fresh,3,0,Fresh
CCHICU000K06DC,unsatisfied_fresh,4,0,Fresh
BLGSF0000K02DC,unsatisfied_fresh,0,0,Fresh
BLGSF0000K02DC,unsatisfied_fresh,1,0,Fresh
BLGSF0000K02DC,unsatisfied_fresh,2,0,Fresh
BLGSF0000K02DC,unsatisfied_fresh,3,0,Fresh
BLGSF0000K02DC,unsatisfied_fresh,4,0,Fresh
BTH005565K06DC,unsatisfied_fresh,0,0,Fresh
BTH005565K06DC,unsatisfied_fresh,1,0,Fresh
BTH005565K06DC,unsatisfied_fresh,2,0,Fresh
BTH005565K06DC,unsatisfied_fresh,3,0,Fresh
BTH005565K06DC,unsatisfied_fresh,4,0,Fresh
BTHSMF02CK02DC,unsatisfied_fresh,0,0,Fresh
BTHSMF02CK02DC,unsatisfied_fresh,1,0,Fresh
BTHSMF02CK02DC,unsatisfied_fresh,2,0,Fresh
BTHSMF02CK02DC,unsatisfied_fresh,3,0,Fresh
BTHSMF02CK02DC,unsatisfied_fresh,4,0,Fresh
C3JW09120K04DC,unsatisfied_fresh,0,0,Fresh
C3JW09120K04DC,unsatisfied_fresh,1,0,Fresh
C3JW09120K04DC,unsatisfied_fresh,2,0,Fresh
C3JW09120K04DC,unsatisfied_fresh,3,0,Fresh
C3JW09120K04DC,unsatisfied_fresh,4,0,Fresh
BTHSMF0FFK04DC,unsatisfied_fresh,0,0,Fresh
BTHSMF0FFK04DC,unsatisfied_fresh,1,0,Fresh
BTHSMF0FFK04DC,unsatisfied_fresh,2,0,Fresh
BTHSMF0FFK04DC,unsatisfied_fresh,3,0,Fresh
BTHSMF0FFK04DC,unsatisfied_fresh,4,0,Fresh
BBRS1823FK02DC,unsatisfied_fresh,0,0,Fresh
BBRS1823FK02DC,unsatisfied_fresh,1,0,Fresh
BBRS1823FK02DC,unsatisfied_fresh,2,0,Fresh
BBRS1823FK02DC,unsatisfied_fresh,3,0,Fresh
BBRS1823FK02DC,unsatisfied_fresh,4,0,Fresh
C3JW09130K02DC,unsatisfied_fresh,0,0,Fresh
C3JW09130K02DC,unsatisfied_fresh,1,358,Fresh
C3JW09130K02DC,unsatisfied_fresh,2,343,Fresh
C3JW09130K02DC,unsatisfied_fresh,3,0,Fresh
C3JW09130K02DC,unsatisfied_fresh,4,0,Fresh
BFL003540K02DC,unsatisfied_fresh,0,0,Fresh
BFL003540K02DC,unsatisfied_fresh,1,0,Fresh
BFL003540K02DC,unsatisfied_fresh,2,0,Fresh
BFL003540K02DC,unsatisfied_fresh,3,0,Fresh
BFL003540K02DC,unsatisfied_fresh,4,0,Fresh
C3JW00BRUK02DC,unsatisfied_fresh,0,0,Fresh
C3JW00BRUK02DC,unsatisfied_fresh,1,0,Fresh
C3JW00BRUK02DC,unsatisfied_fresh,2,0,Fresh
C3JW00BRUK02DC,unsatisfied_fresh,3,0,Fresh
C3JW00BRUK02DC,unsatisfied_fresh,4,0,Fresh
CTH016210K02DC,unsatisfied_fresh,0,0,Fresh
CTH016210K02DC,unsatisfied_fresh,1,1169,Fresh
CTH016210K02DC,unsatisfied_fresh,2,1169,Fresh
CTH016210K02DC,unsatisfied_fresh,3,53,Fresh
CTH016210K02DC,unsatisfied_fresh,4,170,Fresh
CDS010140K02DC,unsatisfied_fresh,0,0,Fresh
CDS010140K02DC,unsatisfied_fresh,1,288,Fresh
CDS010140K02DC,unsatisfied_fresh,2,438,Fresh
CDS010140K02DC,unsatisfied_fresh,3,0,Fresh
CDS010140K02DC,unsatisfied_fresh,4,0,Fresh
CDS008110K02DC,unsatisfied_fresh,0,0,Fresh
CDS008110K02DC,unsatisfied_fresh,1,40,Fresh
CDS008110K02DC,unsatisfied_fresh,2,0,Fresh
CDS008110K02DC,unsatisfied_fresh,3,0,Fresh
CDS008110K02DC,unsatisfied_fresh,4,57,Fresh
CDS01014VP06DC,unsatisfied_fresh,0,0,Fresh
CDS01014VP06DC,unsatisfied_fresh,1,0,Fresh
CDS01014VP06DC,unsatisfied_fresh,2,0,Fresh
CDS01014VP06DC,unsatisfied_fresh,3,0,Fresh
CDS01014VP06DC,unsatisfied_fresh,4,0,Fresh
CCHICU000K02DC,unsatisfied_fresh,0,0,Fresh
CCHICU000K02DC,unsatisfied_fresh,1,0,Fresh
CCHICU000K02DC,unsatisfied_fresh,2,0,Fresh
CCHICU000K02DC,unsatisfied_fresh,3,0,Fresh
CCHICU000K02DC,unsatisfied_fresh,4,0,Fresh
PDMTMF000150DC,unsatisfied_fresh,0,0,Fresh
PDMTMF000150DC,unsatisfied_fresh,1,26,Fresh
PDMTMF000150DC,unsatisfied_fresh,2,26,Fresh
PDMTMF000150DC,unsatisfied_fresh,3,4,Fresh
PDMTMF000150DC,unsatisfied_fresh,4,4,Fresh
CTH013160K02DC,unsatisfied_fresh,0,0,Fresh
CTH013160K02DC,unsatisfied_fresh,1,0,Fresh
CTH013160K02DC,unsatisfied_fresh,2,0,Fresh
CTH013160K02DC,unsatisfied_fresh,3,0,Fresh
CTH013160K02DC,unsatisfied_fresh,4,0,Fresh
C3JW07100K02DC,unsatisfied_fresh,0,0,Fresh
C3JW07100K02DC,unsatisfied_fresh,1,175,Fresh
C3JW07100K02DC,unsatisfied_fresh,2,175,Fresh
C3JW07100K02DC,unsatisfied_fresh,3,0,Fresh
C3JW07100K02DC,unsatisfied_fresh,4,0,Fresh
BBRS07595P24DC,unsatisfied_fresh,0,0,Fresh
BBRS07595P24DC,unsatisfied_fresh,1,0,Fresh
BBRS07595P24DC,unsatisfied_fresh,2,0,Fresh
BBRS07595P24DC,unsatisfied_fresh,3,0,Fresh
BBRS07595P24DC,unsatisfied_fresh,4,0,Fresh
BTHSF0000K02DC,unsatisfied_fresh,0,0,Fresh
BTHSF0000K02DC,unsatisfied_fresh,1,0,Fresh
BTHSF0000K02DC,unsatisfied_fresh,2,0,Fresh
BTHSF0000K02DC,unsatisfied_fresh,3,0,Fresh
BTHSF0000K02DC,unsatisfied_fresh,4,0,Fresh
CTH015180P12DC,unsatisfied_fresh,0,0,Fresh
CTH015180P12DC,unsatisfied_fresh,1,0,Fresh
CTH015180P12DC,unsatisfied_fresh,2,0,Fresh
CTH015180P12DC,unsatisfied_fresh,3,0,Fresh
CTH015180P12DC,unsatisfied_fresh,4,0,Fresh
BBRS1821FK02DC,unsatisfied_fresh,0,0,Fresh
BBRS1821FK02DC,unsatisfied_fresh,1,0,Fresh
BBRS1821FK02DC,unsatisfied_fresh,2,0,Fresh
BBRS1821FK02DC,unsatisfied_fresh,3,0,Fresh
BBRS1821FK02DC,unsatisfied_fresh,4,0,Fresh
C9PCGCH00P18DC,unsatisfied_fresh,0,0,Fresh
C9PCGCH00P18DC,unsatisfied_fresh,1,0,Fresh
C9PCGCH00P18DC,unsatisfied_fresh,2,0,Fresh
C9PCGCH00P18DC,unsatisfied_fresh,3,0,Fresh
C9PCGCH00P18DC,unsatisfied_fresh,4,0,Fresh
CTH01621VP04DC,unsatisfied_fresh,0,0,Fresh
CTH01621VP04DC,unsatisfied_fresh,1,0,Fresh
CTH01621VP04DC,unsatisfied_fresh,2,0,Fresh
CTH01621VP04DC,unsatisfied_fresh,3,0,Fresh
CTH01621VP04DC,unsatisfied_fresh,4,0,Fresh
C4PC00000P08DC,unsatisfied_fresh,0,0,Fresh
C4PC00000P08DC,unsatisfied_fresh,1,0,Fresh
C4PC00000P08DC,unsatisfied_fresh,2,0,Fresh
C4PC00000P08DC,unsatisfied_fresh,3,0,Fresh
C4PC00000P08DC,unsatisfied_fresh,4,0,Fresh
C9PC00000P18DC,unsatisfied_fresh,0,0,Fresh
C9PC00000P18DC,unsatisfied_fresh,1,0,Fresh
C9PC00000P18DC,unsatisfied_fresh,2,0,Fresh
C9PC00000P18DC,unsatisfied_fresh,3,0,Fresh
C9PC00000P18DC,unsatisfied_fresh,4,0,Fresh
BTHSMF000K04DC,unsatisfied_fresh,0,0,Fresh
BTHSMF000K04DC,unsatisfied_fresh,1,0,Fresh
BTHSMF000K04DC,unsatisfied_fresh,2,0,Fresh
BTHSMF000K04DC,unsatisfied_fresh,3,0,Fresh
BTHSMF000K04DC,unsatisfied_fresh,4,0,Fresh
CBRSH2332P10DC,unsatisfied_fresh,0,0,Fresh
CBRSH2332P10DC,unsatisfied_fresh,1,0,Fresh
CBRSH2332P10DC,unsatisfied_fresh,2,0,Fresh
CBRSH2332P10DC,unsatisfied_fresh,3,0,Fresh
CBRSH2332P10DC,unsatisfied_fresh,4,0,Fresh
BTH009100K06DC,unsatisfied_fresh,0,0,Fresh
BTH009100K06DC,unsatisfied_fresh,1,0,Fresh
BTH009100K06DC,unsatisfied_fresh,2,0,Fresh
BTH009100K06DC,unsatisfied_fresh,3,0,Fresh
BTH009100K06DC,unsatisfied_fresh,4,0,Fresh
CTH016190K02DC,unsatisfied_fresh,0,0,Fresh
CTH016190K02DC,unsatisfied_fresh,1,0,Fresh
CTH016190K02DC,unsatisfied_fresh,2,0,Fresh
CTH016190K02DC,unsatisfied_fresh,3,0,Fresh
CTH016190K02DC,unsatisfied_fresh,4,0,Fresh
BTH0F0000K02DC,unsatisfied_fresh,0,0,Fresh
BTH0F0000K02DC,unsatisfied_fresh,1,0,Fresh
BTH0F0000K02DC,unsatisfied_fresh,2,0,Fresh
BTH0F0000K02DC,unsatisfied_fresh,3,0,Fresh
BTH0F0000K02DC,unsatisfied_fresh,4,0,Fresh
BLG018230K02DC,unsatisfied_fresh,0,0,Fresh
BLG018230K02DC,unsatisfied_fresh,1,0,Fresh
BLG018230K02DC,unsatisfied_fresh,2,0,Fresh
BLG018230K02DC,unsatisfied_fresh,3,0,Fresh
BLG018230K02DC,unsatisfied_fresh,4,0,Fresh
BBRS16180K05DC,unsatisfied_fresh,0,0,Fresh
BBRS16180K05DC,unsatisfied_fresh,1,0,Fresh
BBRS16180K05DC,unsatisfied_fresh,2,0,Fresh
BBRS16180K05DC,unsatisfied_fresh,3,0,Fresh
BBRS16180K05DC,unsatisfied_fresh,4,0,Fresh
PMJWF0000K02DC,unsatisfied_fresh,0,0,Fresh
PMJWF0000K02DC,unsatisfied_fresh,1,0,Fresh
PMJWF0000K02DC,unsatisfied_fresh,2,0,Fresh
PMJWF0000K02DC,unsatisfied_fresh,3,0,Fresh
PMJWF0000K02DC,unsatisfied_fresh,4,0,Fresh
CDS010140P20DC,unsatisfied_fresh,0,0,Fresh
CDS010140P20DC,unsatisfied_fresh,1,0,Fresh
CDS010140P20DC,unsatisfied_fresh,2,0,Fresh
CDS010140P20DC,unsatisfied_fresh,3,0,Fresh
CDS010140P20DC,unsatisfied_fresh,4,0,Fresh
P3JW08100K02DC,unsatisfied_fresh,0,0,Fresh
P3JW08100K02DC,unsatisfied_fresh,1,3,Fresh
P3JW08100K02DC,unsatisfied_fresh,2,0,Fresh
P3JW08100K02DC,unsatisfied_fresh,3,0,Fresh
P3JW08100K02DC,unsatisfied_fresh,4,0,Fresh
BTH007585K04DC,unsatisfied_fresh,0,0,Fresh
BTH007585K04DC,unsatisfied_fresh,1,0,Fresh
BTH007585K04DC,unsatisfied_fresh,2,0,Fresh
BTH007585K04DC,unsatisfied_fresh,3,0,Fresh
BTH007585K04DC,unsatisfied_fresh,4,4,Fresh
BBRS2325FK06DC,unsatisfied_fresh,0,0,Fresh
BBRS2325FK06DC,unsatisfied_fresh,1,0,Fresh
BBRS2325FK06DC,unsatisfied_fresh,2,0,Fresh
BBRS2325FK06DC,unsatisfied_fresh,3,0,Fresh
BBRS2325FK06DC,unsatisfied_fresh,4,0,Fresh
CDS0J0000K02DF,unsatisfied_frozen,0,0,Frozen
CDS0J0000K02DF,unsatisfied_frozen,1,0,Frozen
CDS0J0000K02DF,unsatisfied_frozen,2,0,Frozen
CDS0J0000K02DF,unsatisfied_frozen,3,0,Frozen
CDS0J0000K02DF,unsatisfied_frozen,4,0,Frozen
P3JW00BRUK02DF,unsatisfied_frozen,0,0,Frozen
P3JW00BRUK02DF,unsatisfied_frozen,1,0,Frozen
P3JW00BRUK02DF,unsatisfied_frozen,2,0,Frozen
P3JW00BRUK02DF,unsatisfied_frozen,3,0,Frozen
P3JW00BRUK02DF,unsatisfied_frozen,4,0,Frozen
CKE0F0000K02DF,unsatisfied_frozen,0,0,Frozen
CKE0F0000K02DF,unsatisfied_frozen,1,0,Frozen
CKE0F0000K02DF,unsatisfied_frozen,2,0,Frozen
CKE0F0000K02DF,unsatisfied_frozen,3,0,Frozen
CKE0F0000K02DF,unsatisfied_frozen,4,0,Frozen
BTHS07595P24DF,unsatisfied_frozen,0,0,Frozen
BTHS07595P24DF,unsatisfied_frozen,1,0,Frozen
BTHS07595P24DF,unsatisfied_frozen,2,0,Frozen
BTHS07595P24DF,unsatisfied_frozen,3,0,Frozen
BTHS07595P24DF,unsatisfied_frozen,4,0,Frozen
PDMT04050K02DF,unsatisfied_frozen,0,0,Frozen
PDMT04050K02DF,unsatisfied_frozen,1,0,Frozen
PDMT04050K02DF,unsatisfied_frozen,2,0,Frozen
PDMT04050K02DF,unsatisfied_frozen,3,0,Frozen
PDMT04050K02DF,unsatisfied_frozen,4,0,Frozen
BTH0CU020K02DF,unsatisfied_frozen,0,0,Frozen
BTH0CU020K02DF,unsatisfied_frozen,1,0,Frozen
BTH0CU020K02DF,unsatisfied_frozen,2,0,Frozen
BTH0CU020K02DF,unsatisfied_frozen,3,0,Frozen
BTH0CU020K02DF,unsatisfied_frozen,4,0,Frozen
P3JW07090K02DF,unsatisfied_frozen,0,0,Frozen
P3JW07090K02DF,unsatisfied_frozen,1,0,Frozen
P3JW07090K02DF,unsatisfied_frozen,2,0,Frozen
P3JW07090K02DF,unsatisfied_frozen,3,0,Frozen
P3JW07090K02DF,unsatisfied_frozen,4,0,Frozen
PMJWMF000150DF,unsatisfied_frozen,0,0,Frozen
PMJWMF000150DF,unsatisfied_frozen,1,0,Frozen
PMJWMF000150DF,unsatisfied_frozen,2,0,Frozen
PMJWMF000150DF,unsatisfied_frozen,3,0,Frozen
PMJWMF000150DF,unsatisfied_frozen,4,0,Frozen
CLG026340K06DF,unsatisfied_frozen,0,0,Frozen
CLG026340K06DF,unsatisfied_frozen,1,0,Frozen
CLG026340K06DF,unsatisfied_frozen,2,0,Frozen
CLG026340K06DF,unsatisfied_frozen,3,0,Frozen
CLG026340K06DF,unsatisfied_frozen,4,0,Frozen
CDS0S0000K02DF,unsatisfied_frozen,0,0,Frozen
CDS0S0000K02DF,unsatisfied_frozen,1,0,Frozen
CDS0S0000K02DF,unsatisfied_frozen,2,0,Frozen
CDS0S0000K02DF,unsatisfied_frozen,3,0,Frozen
CDS0S0000K02DF,unsatisfied_frozen,4,0,Frozen
CLG022270P10DF,unsatisfied_frozen,0,0,Frozen
CLG022270P10DF,unsatisfied_frozen,1,0,Frozen
CLG022270P10DF,unsatisfied_frozen,2,0,Frozen
CLG022270P10DF,unsatisfied_frozen,3,0,Frozen
CLG022270P10DF,unsatisfied_frozen,4,0,Frozen
BLGS07595P24DF,unsatisfied_frozen,0,0,Frozen
BLGS07595P24DF,unsatisfied_frozen,1,0,Frozen
BLGS07595P24DF,unsatisfied_frozen,2,0,Frozen
BLGS07595P24DF,unsatisfied_frozen,3,0,Frozen
BLGS07595P24DF,unsatisfied_frozen,4,0,Frozen
CRB01924VP04DF,unsatisfied_frozen,0,0,Frozen
CRB01924VP04DF,unsatisfied_frozen,1,0,Frozen
CRB01924VP04DF,unsatisfied_frozen,2,0,Frozen
CRB01924VP04DF,unsatisfied_frozen,3,0,Frozen
CRB01924VP04DF,unsatisfied_frozen,4,0,Frozen
CLG022270K06DF,unsatisfied_frozen,0,0,Frozen
CLG022270K06DF,unsatisfied_frozen,1,0,Frozen
CLG022270K06DF,unsatisfied_frozen,2,0,Frozen
CLG022270K06DF,unsatisfied_frozen,3,0,Frozen
CLG022270K06DF,unsatisfied_frozen,4,0,Frozen
BBRSMF000K04DF,unsatisfied_frozen,0,0,Frozen
BBRSMF000K04DF,unsatisfied_frozen,1,0,Frozen
BBRSMF000K04DF,unsatisfied_frozen,2,0,Frozen
BBRSMF000K04DF,unsatisfied_frozen,3,0,Frozen
BBRSMF000K04DF,unsatisfied_frozen,4,0,Frozen
BBR0F0000K02DF,unsatisfied_frozen,0,0,Frozen
BBR0F0000K02DF,unsatisfied_frozen,1,0,Frozen
BBR0F0000K02DF,unsatisfied_frozen,2,0,Frozen
BBR0F0000K02DF,unsatisfied_frozen,3,0,Frozen
BBR0F0000K02DF,unsatisfied_frozen,4,0,Frozen
C3JWL0000K02DF,unsatisfied_frozen,0,0,Frozen
C3JWL0000K02DF,unsatisfied_frozen,1,0,Frozen
C3JWL0000K02DF,unsatisfied_frozen,2,0,Frozen
C3JWL0000K02DF,unsatisfied_frozen,3,0,Frozen
C3JWL0000K02DF,unsatisfied_frozen,4,0,Frozen
CDS0CU000K02DF,unsatisfied_frozen,0,0,Frozen
CDS0CU000K02DF,unsatisfied_frozen,1,0,Frozen
CDS0CU000K02DF,unsatisfied_frozen,2,0,Frozen
CDS0CU000K02DF,unsatisfied_frozen,3,0,Frozen
CDS0CU000K02DF,unsatisfied_frozen,4,0,Frozen
CRB015190K02DF,unsatisfied_frozen,0,0,Frozen
CRB015190K02DF,unsatisfied_frozen,1,0,Frozen
CRB015190K02DF,unsatisfied_frozen,2,0,Frozen
CRB015190K02DF,unsatisfied_frozen,3,0,Frozen
CRB015190K02DF,unsatisfied_frozen,4,0,Frozen
C9PCWBM20P18DF,unsatisfied_frozen,0,0,Frozen
C9PCWBM20P18DF,unsatisfied_frozen,1,0,Frozen
C9PCWBM20P18DF,unsatisfied_frozen,2,0,Frozen
C9PCWBM20P18DF,unsatisfied_frozen,3,0,Frozen
C9PCWBM20P18DF,unsatisfied_frozen,4,0,Frozen
BLG0F0000K02DF,unsatisfied_frozen,0,0,Frozen
BLG0F0000K02DF,unsatisfied_frozen,1,0,Frozen
