Products,ProdType,keyfigure,Days,Value,Priority
CRB015190K06DC,Fresh,fresh_production,3,2.0,2.0
CRB015190K06DC,Fresh,fresh_production,4,2.0,2.0
WBM1SP000P01DC,Fresh,fresh_production,0,0.0,2.0
WBM1SP000P01DC,Fresh,fresh_production,1,2015.0,2.0
WBM1SP000P01DC,Fresh,fresh_production,2,2015.0,2.0
WBM1SP000P01DC,Fresh,fresh_production,3,2015.0,2.0
WBM1SP000P01DC,Fresh,fresh_production,4,2015.0,2.0
CRB019240K02DC,Fresh,fresh_production,0,0.0,2.0
CRB019240K02DC,Fresh,fresh_production,1,253.0,2.0
CRB019240K02DC,Fresh,fresh_production,2,253.0,2.0
CRB019240K02DC,Fresh,fresh_production,3,253.0,2.0
CRB019240K02DC,Fresh,fresh_production,4,254.0,2.0
MPORWBPM1P02DC,Fresh,fresh_production,0,0.0,2.0
MPORWBPM1P02DC,Fresh,fresh_production,1,298.0,2.0
MPORWBPM1P02DC,Fresh,fresh_production,2,297.0,2.0
MPORWBPM1P02DC,Fresh,fresh_production,3,298.0,2.0
MPORWBPM1P02DC,Fresh,fresh_production,4,297.0,2.0
BBRSF0000K02DC,Fresh,fresh_production,0,0.0,2.0
BBRSF0000K02DC,Fresh,fresh_production,1,114.0,2.0
BBRSF0000K02DC,Fresh,fresh_production,2,114.0,2.0
BBRSF0000K02DC,Fresh,fresh_production,3,114.0,2.0
BBRSF0000K02DC,Fresh,fresh_production,4,114.0,2.0
MPORWM1HSP02DC,Fresh,fresh_production,0,0.0,2.0
MPORWM1HSP02DC,Fresh,fresh_production,1,246.0,2.0
MPORWM1HSP02DC,Fresh,fresh_production,2,247.0,2.0
MPORWM1HSP02DC,Fresh,fresh_production,3,247.0,2.0
MPORWM1HSP02DC,Fresh,fresh_production,4,247.0,2.0
WBL1BP000P10DC,Fresh,fresh_production,0,0.0,3.0
WBL1BP000P10DC,Fresh,fresh_production,1,2587.0,3.0
WBL1BP000P10DC,Fresh,fresh_production,2,2586.0,3.0
WBL1BP000P10DC,Fresh,fresh_production,3,2587.0,3.0
WBL1BP000P10DC,Fresh,fresh_production,4,2586.0,3.0
MPORWNDORP04DC,Fresh,fresh_production,0,0.0,3.0
MPORWNDORP04DC,Fresh,fresh_production,1,2990.0,3.0
MPORWNDORP04DC,Fresh,fresh_production,2,2991.0,3.0
MPORWNDORP04DC,Fresh,fresh_production,3,2990.0,3.0
MPORWNDORP04DC,Fresh,fresh_production,4,2991.0,3.0
BLG018230K02DC,Fresh,fresh_production,0,0.0,2.0
BLG018230K02DC,Fresh,fresh_production,1,0.0,2.0
BLG018230K02DC,Fresh,fresh_production,2,0.0,2.0
BLG018230K02DC,Fresh,fresh_production,3,0.0,2.0
BLG018230K02DC,Fresh,fresh_production,4,0.0,2.0
CRB019240K06DC,Fresh,fresh_production,0,0.0,2.0
CRB019240K06DC,Fresh,fresh_production,1,12.0,2.0
CRB019240K06DC,Fresh,fresh_production,2,12.0,2.0
CRB019240K06DC,Fresh,fresh_production,3,12.0,2.0
CRB019240K06DC,Fresh,fresh_production,4,12.0,2.0
BFL0F0000K02DC,Fresh,fresh_production,0,0.0,2.0
BFL0F0000K02DC,Fresh,fresh_production,1,429.0,2.0
BFL0F0000K02DC,Fresh,fresh_production,2,430.0,2.0
BFL0F0000K02DC,Fresh,fresh_production,3,429.0,2.0
BFL0F0000K02DC,Fresh,fresh_production,4,429.0,2.0
CCHICU000K06DC,Fresh,fresh_production,0,0.0,2.0
CCHICU000K06DC,Fresh,fresh_production,1,122.0,2.0
CCHICU000K06DC,Fresh,fresh_production,2,121.0,2.0
CCHICU000K06DC,Fresh,fresh_production,3,122.0,2.0
CCHICU000K06DC,Fresh,fresh_production,4,122.0,2.0
BLGSF0000K02DC,Fresh,fresh_production,0,0.0,2.0
BLGSF0000K02DC,Fresh,fresh_production,1,6.0,2.0
BLGSF0000K02DC,Fresh,fresh_production,2,5.0,2.0
BLGSF0000K02DC,Fresh,fresh_production,3,5.0,2.0
BLGSF0000K02DC,Fresh,fresh_production,4,6.0,2.0
BTH005565K06DC,Fresh,fresh_production,0,0.0,2.0
BTH005565K06DC,Fresh,fresh_production,1,0.0,2.0
BTH005565K06DC,Fresh,fresh_production,2,0.0,2.0
BTH005565K06DC,Fresh,fresh_production,3,0.0,2.0
BTH005565K06DC,Fresh,fresh_production,4,0.0,2.0
BTHSMF02CK02DC,Fresh,fresh_production,0,0.0,2.0
BTHSMF02CK02DC,Fresh,fresh_production,1,0.0,2.0
BTHSMF02CK02DC,Fresh,fresh_production,2,0.0,2.0
BTHSMF02CK02DC,Fresh,fresh_production,3,0.0,2.0
BTHSMF02CK02DC,Fresh,fresh_production,4,0.0,2.0
CKE01218VP04DC,Fresh,fresh_production,0,0.0,2.0
CKE01218VP04DC,Fresh,fresh_production,1,0.0,2.0
CKE01218VP04DC,Fresh,fresh_production,2,0.0,2.0
CKE01218VP04DC,Fresh,fresh_production,3,0.0,2.0
CKE01218VP04DC,Fresh,fresh_production,4,0.0,2.0
WBM2SP000P01DC,Fresh,fresh_production,0,0.0,2.0
WBM2SP000P01DC,Fresh,fresh_production,1,4172.0,2.0
WBM2SP000P01DC,Fresh,fresh_production,2,4172.0,2.0
WBM2SP000P01DC,Fresh,fresh_production,3,4172.0,2.0
WBM2SP000P01DC,Fresh,fresh_production,4,4172.0,2.0
MPORWKRBPP02DC,Fresh,fresh_production,0,0.0,2.0
MPORWKRBPP02DC,Fresh,fresh_production,1,0.0,2.0
MPORWKRBPP02DC,Fresh,fresh_production,2,0.0,2.0
MPORWKRBPP02DC,Fresh,fresh_production,3,0.0,2.0
MPORWKRBPP02DC,Fresh,fresh_production,4,0.0,2.0
MPORWM1HSRETDC,Fresh,fresh_production,0,0.0,2.0
MPORWM1HSRETDC,Fresh,fresh_production,1,9.0,2.0
MPORWM1HSRETDC,Fresh,fresh_production,2,8.0,2.0
MPORWM1HSRETDC,Fresh,fresh_production,3,9.0,2.0
MPORWM1HSRETDC,Fresh,fresh_production,4,9.0,2.0
C3JW09120K04DC,Fresh,fresh_production,0,0.0,2.0
C3JW09120K04DC,Fresh,fresh_production,1,0.0,2.0
C3JW09120K04DC,Fresh,fresh_production,2,0.0,2.0
C3JW09120K04DC,Fresh,fresh_production,3,0.0,2.0
C3JW09120K04DC,Fresh,fresh_production,4,0.0,2.0
BTHSMF0FFK04DC,Fresh,fresh_production,0,0.0,3.0
BTHSMF0FFK04DC,Fresh,fresh_production,1,0.0,3.0
BTHSMF0FFK04DC,Fresh,fresh_production,2,0.0,3.0
BTHSMF0FFK04DC,Fresh,fresh_production,3,300.0,3.0
BTHSMF0FFK04DC,Fresh,fresh_production,4,300.0,3.0
BBRS1823FK02DC,Fresh,fresh_production,0,0.0,2.0
BBRS1823FK02DC,Fresh,fresh_production,1,0.0,2.0
BBRS1823FK02DC,Fresh,fresh_production,2,0.0,2.0
BBRS1823FK02DC,Fresh,fresh_production,3,0.0,2.0
BBRS1823FK02DC,Fresh,fresh_production,4,0.0,2.0
WBM1BP000P10DC,Fresh,fresh_production,0,0.0,2.0
WBM1BP000P10DC,Fresh,fresh_production,1,6.0,2.0
WBM1BP000P10DC,Fresh,fresh_production,2,6.0,2.0
WBM1BP000P10DC,Fresh,fresh_production,3,6.0,2.0
WBM1BP000P10DC,Fresh,fresh_production,4,6.0,2.0
MPORWKR00P02DC,Fresh,fresh_production,0,0.0,2.0
MPORWKR00P02DC,Fresh,fresh_production,1,0.0,2.0
MPORWKR00P02DC,Fresh,fresh_production,2,0.0,2.0
MPORWKR00P02DC,Fresh,fresh_production,3,0.0,2.0
MPORWKR00P02DC,Fresh,fresh_production,4,0.0,2.0
MPORWM1BPP02DC,Fresh,fresh_production,0,0.0,2.0
MPORWM1BPP02DC,Fresh,fresh_production,1,52.0,2.0
MPORWM1BPP02DC,Fresh,fresh_production,2,51.0,2.0
MPORWM1BPP02DC,Fresh,fresh_production,3,51.0,2.0
MPORWM1BPP02DC,Fresh,fresh_production,4,51.0,2.0
C3JW09130K02DC,Fresh,fresh_production,0,0.0,2.0
C3JW09130K02DC,Fresh,fresh_production,1,364.0,2.0
C3JW09130K02DC,Fresh,fresh_production,2,363.0,2.0
C3JW09130K02DC,Fresh,fresh_production,3,363.0,2.0
C3JW09130K02DC,Fresh,fresh_production,4,364.0,2.0
BFL003540K02DC,Fresh,fresh_production,0,0.0,2.0
BFL003540K02DC,Fresh,fresh_production,1,0.0,2.0
BFL003540K02DC,Fresh,fresh_production,2,0.0,2.0
BFL003540K02DC,Fresh,fresh_production,3,0.0,2.0
BFL003540K02DC,Fresh,fresh_production,4,0.0,2.0
C3JW00BRUK02DC,Fresh,fresh_production,0,0.0,2.0
C3JW00BRUK02DC,Fresh,fresh_production,1,0.0,2.0
C3JW00BRUK02DC,Fresh,fresh_production,2,0.0,2.0
C3JW00BRUK02DC,Fresh,fresh_production,3,0.0,2.0
C3JW00BRUK02DC,Fresh,fresh_production,4,0.0,2.0
CDS010140P20DC,Fresh,fresh_production,0,0.0,2.0
CDS010140P20DC,Fresh,fresh_production,1,22.0,2.0
CDS010140P20DC,Fresh,fresh_production,2,23.0,2.0
CDS010140P20DC,Fresh,fresh_production,3,23.0,2.0
CDS010140P20DC,Fresh,fresh_production,4,23.0,2.0
MPORWNDORP02DC,Fresh,fresh_production,0,0.0,3.0
MPORWNDORP02DC,Fresh,fresh_production,1,348.0,3.0
MPORWNDORP02DC,Fresh,fresh_production,2,349.0,3.0
MPORWNDORP02DC,Fresh,fresh_production,3,349.0,3.0
MPORWNDORP02DC,Fresh,fresh_production,4,349.0,3.0
CTH016210K02DC,Fresh,fresh_production,0,0.0,2.0
CTH016210K02DC,Fresh,fresh_production,1,1169.0,2.0
CTH016210K02DC,Fresh,fresh_production,2,1170.0,2.0
CTH016210K02DC,Fresh,fresh_production,3,1170.0,2.0
CTH016210K02DC,Fresh,fresh_production,4,1170.0,2.0
CDS010140K02DC,Fresh,fresh_production,0,0.0,2.0
CDS010140K02DC,Fresh,fresh_production,1,634.0,2.0
CDS010140K02DC,Fresh,fresh_production,2,634.0,2.0
CDS010140K02DC,Fresh,fresh_production,3,634.0,2.0
CDS010140K02DC,Fresh,fresh_production,4,634.0,2.0
WBM1SP0JDP01DC,Fresh,fresh_production,0,0.0,2.0
WBM1SP0JDP01DC,Fresh,fresh_production,1,0.0,2.0
WBM1SP0JDP01DC,Fresh,fresh_production,2,0.0,2.0
WBM1SP0JDP01DC,Fresh,fresh_production,3,0.0,2.0
WBM1SP0JDP01DC,Fresh,fresh_production,4,0.0,2.0
BTHSF0000K02DC,Fresh,fresh_production,0,0.0,2.0
BTHSF0000K02DC,Fresh,fresh_production,1,1.0,2.0
BTHSF0000K02DC,Fresh,fresh_production,2,2.0,2.0
BTHSF0000K02DC,Fresh,fresh_production,3,2.0,2.0
BTHSF0000K02DC,Fresh,fresh_production,4,1.0,2.0
WBM2BP000P10DC,Fresh,fresh_production,0,0.0,3.0
WBM2BP000P10DC,Fresh,fresh_production,1,6080.0,3.0
WBM2BP000P10DC,Fresh,fresh_production,2,6081.0,3.0
WBM2BP000P10DC,Fresh,fresh_production,3,6080.0,3.0
WBM2BP000P10DC,Fresh,fresh_production,4,6081.0,3.0
BTH0CU020K02DC,Fresh,fresh_production,0,0.0,2.0
BTH0CU020K02DC,Fresh,fresh_production,1,0.0,2.0
BTH0CU020K02DC,Fresh,fresh_production,2,0.0,2.0
BTH0CU020K02DC,Fresh,fresh_production,3,0.0,2.0
BTH0CU020K02DC,Fresh,fresh_production,4,0.0,2.0
CDS01014VP06DC,Fresh,fresh_production,0,0.0,2.0
CDS01014VP06DC,Fresh,fresh_production,1,0.0,2.0
CDS01014VP06DC,Fresh,fresh_production,2,0.0,2.0
CDS01014VP06DC,Fresh,fresh_production,3,0.0,2.0
CDS01014VP06DC,Fresh,fresh_production,4,0.0,2.0
CCHICU000K02DC,Fresh,fresh_production,0,0.0,2.0
CCHICU000K02DC,Fresh,fresh_production,1,10.0,2.0
CCHICU000K02DC,Fresh,fresh_production,2,9.0,2.0
CCHICU000K02DC,Fresh,fresh_production,3,9.0,2.0
CCHICU000K02DC,Fresh,fresh_production,4,10.0,2.0
MPORC9MD0P18DC,Fresh,fresh_production,0,0.0,3.0
MPORC9MD0P18DC,Fresh,fresh_production,1,3418.0,3.0
MPORC9MD0P18DC,Fresh,fresh_production,2,3418.0,3.0
MPORC9MD0P18DC,Fresh,fresh_production,3,3418.0,3.0
MPORC9MD0P18DC,Fresh,fresh_production,4,3418.0,3.0
CRB015190K02DC,Fresh,fresh_production,0,0.0,2.0
CRB015190K02DC,Fresh,fresh_production,1,123.0,2.0
CRB015190K02DC,Fresh,fresh_production,2,123.0,2.0
CRB015190K02DC,Fresh,fresh_production,3,123.0,2.0
CRB015190K02DC,Fresh,fresh_production,4,123.0,2.0
CTH013160K02DC,Fresh,fresh_production,0,0.0,2.0
CTH013160K02DC,Fresh,fresh_production,1,423.0,2.0
CTH013160K02DC,Fresh,fresh_production,2,423.0,2.0
CTH013160K02DC,Fresh,fresh_production,3,423.0,2.0
CTH013160K02DC,Fresh,fresh_production,4,423.0,2.0
C3JW07100K02DC,Fresh,fresh_production,0,0.0,2.0
C3JW07100K02DC,Fresh,fresh_production,1,175.0,2.0
C3JW07100K02DC,Fresh,fresh_production,2,175.0,2.0
C3JW07100K02DC,Fresh,fresh_production,3,175.0,2.0
C3JW07100K02DC,Fresh,fresh_production,4,176.0,2.0
MPORWHYM1P01DC,Fresh,fresh_production,0,0.0,2.0
MPORWHYM1P01DC,Fresh,fresh_production,1,0.0,2.0
MPORWHYM1P01DC,Fresh,fresh_production,2,0.0,2.0
MPORWHYM1P01DC,Fresh,fresh_production,3,0.0,2.0
MPORWHYM1P01DC,Fresh,fresh_production,4,0.0,2.0
MPORWHYM1P02DC,Fresh,fresh_production,0,0.0,2.0
MPORWHYM1P02DC,Fresh,fresh_production,1,125.0,2.0
MPORWHYM1P02DC,Fresh,fresh_production,2,125.0,2.0
MPORWHYM1P02DC,Fresh,fresh_production,3,126.0,2.0
MPORWHYM1P02DC,Fresh,fresh_production,4,126.0,2.0
BBRSF3540K02DC,Fresh,fresh_production,0,0.0,2.0
BBRSF3540K02DC,Fresh,fresh_production,1,0.0,2.0
BBRSF3540K02DC,Fresh,fresh_production,2,0.0,2.0
BBRSF3540K02DC,Fresh,fresh_production,3,0.0,2.0
BBRSF3540K02DC,Fresh,fresh_production,4,0.0,2.0
MPORWKR00P10DC,Fresh,fresh_production,0,0.0,3.0
MPORWKR00P10DC,Fresh,fresh_production,1,2286.0,3.0
MPORWKR00P10DC,Fresh,fresh_production,2,2286.0,3.0
MPORWKR00P10DC,Fresh,fresh_production,3,2286.0,3.0
MPORWKR00P10DC,Fresh,fresh_production,4,2286.0,3.0
MPORWM1HYP02DC,Fresh,fresh_production,0,0.0,2.0
MPORWM1HYP02DC,Fresh,fresh_production,1,68.0,2.0
MPORWM1HYP02DC,Fresh,fresh_production,2,69.0,2.0
MPORWM1HYP02DC,Fresh,fresh_production,3,69.0,2.0
MPORWM1HYP02DC,Fresh,fresh_production,4,69.0,2.0
MPORWM4BPRETDC,Fresh,fresh_production,0,0.0,2.0
MPORWM4BPRETDC,Fresh,fresh_production,1,11.0,2.0
MPORWM4BPRETDC,Fresh,fresh_production,2,11.0,2.0
MPORWM4BPRETDC,Fresh,fresh_production,3,12.0,2.0
MPORWM4BPRETDC,Fresh,fresh_production,4,11.0,2.0
CTH015180P12DC,Fresh,fresh_production,0,0.0,2.0
CTH015180P12DC,Fresh,fresh_production,1,0.0,2.0
CTH015180P12DC,Fresh,fresh_production,2,0.0,2.0
CTH015180P12DC,Fresh,fresh_production,3,0.0,2.0
CTH015180P12DC,Fresh,fresh_production,4,0.0,2.0
BBRS1821FK02DC,Fresh,fresh_production,0,0.0,2.0
BBRS1821FK02DC,Fresh,fresh_production,1,0.0,2.0
BBRS1821FK02DC,Fresh,fresh_production,2,0.0,2.0
BBRS1821FK02DC,Fresh,fresh_production,3,0.0,2.0
BBRS1821FK02DC,Fresh,fresh_production,4,0.0,2.0
C9PCGCH00P18DC,Fresh,fresh_production,0,0.0,2.0
C9PCGCH00P18DC,Fresh,fresh_production,1,0.0,2.0
C9PCGCH00P18DC,Fresh,fresh_production,2,0.0,2.0
C9PCGCH00P18DC,Fresh,fresh_production,3,0.0,2.0
C9PCGCH00P18DC,Fresh,fresh_production,4,0.0,2.0
MPORWMHM1P02DC,Fresh,fresh_production,0,0.0,2.0
MPORWMHM1P02DC,Fresh,fresh_production,1,188.0,2.0
MPORWMHM1P02DC,Fresh,fresh_production,2,188.0,2.0
MPORWMHM1P02DC,Fresh,fresh_production,3,188.0,2.0
MPORWMHM1P02DC,Fresh,fresh_production,4,188.0,2.0
C4PC00000P08DC,Fresh,fresh_production,0,0.0,2.0
C4PC00000P08DC,Fresh,fresh_production,1,339.0,2.0
C4PC00000P08DC,Fresh,fresh_production,2,339.0,2.0
C4PC00000P08DC,Fresh,fresh_production,3,339.0,2.0
C4PC00000P08DC,Fresh,fresh_production,4,339.0,2.0
C9PC00000P18DC,Fresh,fresh_production,0,0.0,2.0
C9PC00000P18DC,Fresh,fresh_production,1,1.0,2.0
C9PC00000P18DC,Fresh,fresh_production,2,0.0,2.0
C9PC00000P18DC,Fresh,fresh_production,3,0.0,2.0
C9PC00000P18DC,Fresh,fresh_production,4,0.0,2.0
BTHSMF000K04DC,Fresh,fresh_production,0,0.0,3.0
BTHSMF000K04DC,Fresh,fresh_production,1,900.0,3.0
BTHSMF000K04DC,Fresh,fresh_production,2,900.0,3.0
BTHSMF000K04DC,Fresh,fresh_production,3,0.0,3.0
BTHSMF000K04DC,Fresh,fresh_production,4,0.0,3.0
MPORWHSM1P01DC,Fresh,fresh_production,0,0.0,2.0
MPORWHSM1P01DC,Fresh,fresh_production,1,0.0,2.0
MPORWHSM1P01DC,Fresh,fresh_production,2,0.0,2.0
MPORWHSM1P01DC,Fresh,fresh_production,3,0.0,2.0
MPORWHSM1P01DC,Fresh,fresh_production,4,0.0,2.0
CBRSH2332P10DC,Fresh,fresh_production,0,0.0,2.0
CBRSH2332P10DC,Fresh,fresh_production,1,4074.0,2.0
CBRSH2332P10DC,Fresh,fresh_production,2,4073.0,2.0
CBRSH2332P10DC,Fresh,fresh_production,3,4073.0,2.0
CBRSH2332P10DC,Fresh,fresh_production,4,4073.0,2.0
MPORWMHM1P01DC,Fresh,fresh_production,0,0.0,2.0
MPORWMHM1P01DC,Fresh,fresh_production,1,0.0,2.0
MPORWMHM1P01DC,Fresh,fresh_production,2,0.0,2.0
MPORWMHM1P01DC,Fresh,fresh_production,3,0.0,2.0
MPORWMHM1P01DC,Fresh,fresh_production,4,0.0,2.0
MPORWM1HYRETDC,Fresh,fresh_production,0,0.0,2.0
MPORWM1HYRETDC,Fresh,fresh_production,1,0.0,2.0
MPORWM1HYRETDC,Fresh,fresh_production,2,0.0,2.0
MPORWM1HYRETDC,Fresh,fresh_production,3,0.0,2.0
MPORWM1HYRETDC,Fresh,fresh_production,4,0.0,2.0
BTH009100K06DC,Fresh,fresh_production,0,0.0,2.0
BTH009100K06DC,Fresh,fresh_production,1,0.0,2.0
BTH009100K06DC,Fresh,fresh_production,2,0.0,2.0
BTH009100K06DC,Fresh,fresh_production,3,0.0,2.0
BTH009100K06DC,Fresh,fresh_production,4,0.0,2.0
CTH016190K02DC,Fresh,fresh_production,0,0.0,2.0
CTH016190K02DC,Fresh,fresh_production,1,0.0,2.0
CTH016190K02DC,Fresh,fresh_production,2,0.0,2.0
CTH016190K02DC,Fresh,fresh_production,3,0.0,2.0
CTH016190K02DC,Fresh,fresh_production,4,0.0,2.0
BTH0F0000K02DC,Fresh,fresh_production,0,0.0,2.0
BTH0F0000K02DC,Fresh,fresh_production,1,0.0,2.0
BTH0F0000K02DC,Fresh,fresh_production,2,0.0,2.0
BTH0F0000K02DC,Fresh,fresh_production,3,0.0,2.0
BTH0F0000K02DC,Fresh,fresh_production,4,0.0,2.0
MPORWKRBPP10DC,Fresh,fresh_production,0,0.0,3.0
MPORWKRBPP10DC,Fresh,fresh_production,1,2027.0,3.0
MPORWKRBPP10DC,Fresh,fresh_production,2,2027.0,3.0
MPORWKRBPP10DC,Fresh,fresh_production,3,2027.0,3.0
MPORWKRBPP10DC,Fresh,fresh_production,4,2027.0,3.0
BBRS16180K05DC,Fresh,fresh_production,0,0.0,2.0
BBRS16180K05DC,Fresh,fresh_production,1,0.0,2.0
BBRS16180K05DC,Fresh,fresh_production,2,0.0,2.0
BBRS16180K05DC,Fresh,fresh_production,3,0.0,2.0
BBRS16180K05DC,Fresh,fresh_production,4,0.0,2.0
PMJWF0000K02DC,Fresh,fresh_production,0,0.0,2.0
PMJWF0000K02DC,Fresh,fresh_production,1,4.0,2.0
PMJWF0000K02DC,Fresh,fresh_production,2,4.0,2.0
PMJWF0000K02DC,Fresh,fresh_production,3,4.0,2.0
PMJWF0000K02DC,Fresh,fresh_production,4,4.0,2.0
MPORWKRMXP10DC,Fresh,fresh_production,0,0.0,3.0
MPORWKRMXP10DC,Fresh,fresh_production,1,79.0,3.0
MPORWKRMXP10DC,Fresh,fresh_production,2,79.0,3.0
MPORWKRMXP10DC,Fresh,fresh_production,3,80.0,3.0
MPORWKRMXP10DC,Fresh,fresh_production,4,79.0,3.0
MPORC8TEXP16DC,Fresh,fresh_production,0,0.0,3.0
MPORC8TEXP16DC,Fresh,fresh_production,1,3283.0,3.0
MPORC8TEXP16DC,Fresh,fresh_production,2,3283.0,3.0
MPORC8TEXP16DC,Fresh,fresh_production,3,3282.0,3.0
MPORC8TEXP16DC,Fresh,fresh_production,4,3282.0,3.0
P3JW08100K02DC,Fresh,fresh_production,0,0.0,2.0
P3JW08100K02DC,Fresh,fresh_production,1,98.0,2.0
P3JW08100K02DC,Fresh,fresh_production,2,97.0,2.0
P3JW08100K02DC,Fresh,fresh_production,3,97.0,2.0
P3JW08100K02DC,Fresh,fresh_production,4,97.0,2.0
MPORWM1PKRETDC,Fresh,fresh_production,0,0.0,2.0
MPORWM1PKRETDC,Fresh,fresh_production,1,7.0,2.0
MPORWM1PKRETDC,Fresh,fresh_production,2,7.0,2.0
MPORWM1PKRETDC,Fresh,fresh_production,3,8.0,2.0
MPORWM1PKRETDC,Fresh,fresh_production,4,7.0,2.0
BTH007585K04DC,Fresh,fresh_production,0,0.0,2.0
BTH007585K04DC,Fresh,fresh_production,1,300.0,2.0
BTH007585K04DC,Fresh,fresh_production,2,300.0,2.0
BTH007585K04DC,Fresh,fresh_production,3,600.0,2.0
BTH007585K04DC,Fresh,fresh_production,4,600.0,2.0
BBRS2325FK06DC,Fresh,fresh_production,0,0.0,2.0
BBRS2325FK06DC,Fresh,fresh_production,1,0.0,2.0
BBRS2325FK06DC,Fresh,fresh_production,2,0.0,2.0
BBRS2325FK06DC,Fresh,fresh_production,3,0.0,2.0
BBRS2325FK06DC,Fresh,fresh_production,4,0.0,2.0
WBL1SPG41P01DC,Fresh,fresh_production,0,0.0,2.0
WBL1SPG41P01DC,Fresh,fresh_production,1,852.0,2.0
WBL1SPG41P01DC,Fresh,fresh_production,2,851.0,2.0
WBL1SPG41P01DC,Fresh,fresh_production,3,852.0,2.0
WBL1SPG41P01DC,Fresh,fresh_production,4,851.0,2.0
CTH01621VP04DC,Fresh,fresh_production,0,0.0,2.0
CTH01621VP04DC,Fresh,fresh_production,1,0.0,2.0
CTH01621VP04DC,Fresh,fresh_production,2,0.0,2.0
CTH01621VP04DC,Fresh,fresh_production,3,0.0,2.0
CTH01621VP04DC,Fresh,fresh_production,4,0.0,2.0
BCH019220K02DF,Frozen,frozen_production,0,0.0,2.0
BCH019220K02DF,Frozen,frozen_production,1,0.0,2.0
BCH019220K02DF,Frozen,frozen_production,2,0.0,2.0
BCH019220K02DF,Frozen,frozen_production,3,0.0,2.0
BCH019220K02DF,Frozen,frozen_production,4,538.0,2.0
CDS0J0000K02DF,Frozen,frozen_production,0,0.0,2.0
CDS0J0000K02DF,Frozen,frozen_production,1,1068.0,2.0
CDS0J0000K02DF,Frozen,frozen_production,2,1353.0,2.0
CDS0J0000K02DF,Frozen,frozen_production,3,780.0,2.0
CDS0J0000K02DF,Frozen,frozen_production,4,1445.0,2.0
P3JW00BRUK02DF,Frozen,frozen_production,0,0.0,2.0
P3JW00BRUK02DF,Frozen,frozen_production,1,348.0,2.0
P3JW00BRUK02DF,Frozen,frozen_production,2,3038.0,2.0
P3JW00BRUK02DF,Frozen,frozen_production,3,3335.0,2.0
P3JW00BRUK02DF,Frozen,frozen_production,4,2230.0,2.0
WBS2BP000P10DF,Frozen,frozen_production,0,0.0,2.0
WBS2BP000P10DF,Frozen,frozen_production,1,1448.0,2.0
WBS2BP000P10DF,Frozen,frozen_production,2,4744.0,2.0
WBS2BP000P10DF,Frozen,frozen_production,3,565.0,2.0
WBS2BP000P10DF,Frozen,frozen_production,4,730.0,2.0
CDS008110K02DF,Frozen,frozen_production,0,0.0,2.0
CDS008110K02DF,Frozen,frozen_production,1,286.0,2.0
CDS008110K02DF,Frozen,frozen_production,2,151.0,2.0
CDS008110K02DF,Frozen,frozen_production,3,2.0,2.0
CDS008110K02DF,Frozen,frozen_production,4,146.0,2.0
CKE0F0000K02DF,Frozen,frozen_production,0,0.0,2.0
CKE0F0000K02DF,Frozen,frozen_production,1,1602.0,2.0
CKE0F0000K02DF,Frozen,frozen_production,2,1592.0,2.0
CKE0F0000K02DF,Frozen,frozen_production,3,1689.0,2.0
CKE0F0000K02DF,Frozen,frozen_production,4,2352.0,2.0
BTHS07595P24DF,Frozen,frozen_production,0,0.0,3.0
BTHS07595P24DF,Frozen,frozen_production,1,1260.0,3.0
BTHS07595P24DF,Frozen,frozen_production,2,0.0,3.0
BTHS07595P24DF,Frozen,frozen_production,3,0.0,3.0
BTHS07595P24DF,Frozen,frozen_production,4,3.0,3.0
PDMT04050K02DF,Frozen,frozen_production,0,0.0,2.0
PDMT04050K02DF,Frozen,frozen_production,1,5154.0,2.0
PDMT04050K02DF,Frozen,frozen_production,2,2112.0,2.0
PDMT04050K02DF,Frozen,frozen_production,3,16404.0,2.0
PDMT04050K02DF,Frozen,frozen_production,4,3035.0,2.0
WBM2SPGCHP01DF,Frozen,frozen_production,0,0.0,2.0
WBM2SPGCHP01DF,Frozen,frozen_production,1,5606.0,2.0
WBM2SPGCHP01DF,Frozen,frozen_production,2,5471.0,2.0
WBM2SPGCHP01DF,Frozen,frozen_production,3,5471.0,2.0
WBM2SPGCHP01DF,Frozen,frozen_production,4,5471.0,2.0
P3JW07090K02DF,Frozen,frozen_production,0,0.0,2.0
P3JW07090K02DF,Frozen,frozen_production,1,648.0,2.0
P3JW07090K02DF,Frozen,frozen_production,2,0.0,2.0
P3JW07090K02DF,Frozen,frozen_production,3,49.0,2.0
P3JW07090K02DF,Frozen,frozen_production,4,947.0,2.0
WNC03P0S2P03DF,Frozen,frozen_production,0,0.0,2.0
WNC03P0S2P03DF,Frozen,frozen_production,1,1570.0,2.0
WNC03P0S2P03DF,Frozen,frozen_production,2,4017.0,2.0
WNC03P0S2P03DF,Frozen,frozen_production,3,690.0,2.0
WNC03P0S2P03DF,Frozen,frozen_production,4,0.0,2.0
PMJWMF000150DF,Frozen,frozen_production,0,0.0,2.0
PMJWMF000150DF,Frozen,frozen_production,1,40.0,2.0
PMJWMF000150DF,Frozen,frozen_production,2,0.0,2.0
PMJWMF000150DF,Frozen,frozen_production,3,0.0,2.0
PMJWMF000150DF,Frozen,frozen_production,4,0.0,2.0
CLG022270K06DF,Frozen,frozen_production,0,0.0,2.0
CLG022270K06DF,Frozen,frozen_production,1,78.0,2.0
