Products,ProdType,keyfigure,Days,Value
CDS0J0000K02DC,Fresh,unsatisfied_fresh,1,0
CDS0J0000K02DC,Fresh,unsatisfied_fresh,2,0
CDS0J0000K02DC,Fresh,unsatisfied_fresh,3,0
CDS0J0000K02DC,Fresh,unsatisfied_fresh,4,0
P3JW00BRUK02DC,Fresh,unsatisfied_fresh,0,0
P3JW00BRUK02DC,Fresh,unsatisfied_fresh,1,0
P3JW00BRUK02DC,Fresh,unsatisfied_fresh,2,0
P3JW00BRUK02DC,Fresh,unsatisfied_fresh,3,0
P3JW00BRUK02DC,Fresh,unsatisfied_fresh,4,0
CKE0F0000K02DC,Fresh,unsatisfied_fresh,0,0
CKE0F0000K02DC,Fresh,unsatisfied_fresh,1,0
CKE0F0000K02DC,Fresh,unsatisfied_fresh,2,0
CKE0F0000K02DC,Fresh,unsatisfied_fresh,3,0
CKE0F0000K02DC,Fresh,unsatisfied_fresh,4,2
BTHS07595P24DC,Fresh,unsatisfied_fresh,0,0
BTHS07595P24DC,Fresh,unsatisfied_fresh,1,0
BTHS07595P24DC,Fresh,unsatisfied_fresh,2,0
BTHS07595P24DC,Fresh,unsatisfied_fresh,3,0
BTHS07595P24DC,Fresh,unsatisfied_fresh,4,0
PDMT04050K02DC,Fresh,unsatisfied_fresh,0,0
PDMT04050K02DC,Fresh,unsatisfied_fresh,1,0
PDMT04050K02DC,Fresh,unsatisfied_fresh,2,0
PDMT04050K02DC,Fresh,unsatisfied_fresh,3,0
PDMT04050K02DC,Fresh,unsatisfied_fresh,4,0
BTH0CU020K02DC,Fresh,unsatisfied_fresh,0,0
BTH0CU020K02DC,Fresh,unsatisfied_fresh,1,0
BTH0CU020K02DC,Fresh,unsatisfied_fresh,2,0
BTH0CU020K02DC,Fresh,unsatisfied_fresh,3,0
BTH0CU020K02DC,Fresh,unsatisfied_fresh,4,0
P3JW07090K02DC,Fresh,unsatisfied_fresh,0,0
P3JW07090K02DC,Fresh,unsatisfied_fresh,1,0
P3JW07090K02DC,Fresh,unsatisfied_fresh,2,0
P3JW07090K02DC,Fresh,unsatisfied_fresh,3,0
P3JW07090K02DC,Fresh,unsatisfied_fresh,4,0
PMJWMF000150DC,Fresh,unsatisfied_fresh,0,0
PMJWMF000150DC,Fresh,unsatisfied_fresh,1,81
PMJWMF000150DC,Fresh,unsatisfied_fresh,2,151
PMJWMF000150DC,Fresh,unsatisfied_fresh,3,80
PMJWMF000150DC,Fresh,unsatisfied_fresh,4,25
CLG026340K06DC,Fresh,unsatisfied_fresh,0,0
CLG026340K06DC,Fresh,unsatisfied_fresh,1,0
CLG026340K06DC,Fresh,unsatisfied_fresh,2,0
CLG026340K06DC,Fresh,unsatisfied_fresh,3,3
CLG026340K06DC,Fresh,unsatisfied_fresh,4,0
CDS0S0000K02DC,Fresh,unsatisfied_fresh,0,0
CDS0S0000K02DC,Fresh,unsatisfied_fresh,1,0
CDS0S0000K02DC,Fresh,unsatisfied_fresh,2,0
CDS0S0000K02DC,Fresh,unsatisfied_fresh,3,0
CDS0S0000K02DC,Fresh,unsatisfied_fresh,4,0
CLG022270P10DC,Fresh,unsatisfied_fresh,0,0
CLG022270P10DC,Fresh,unsatisfied_fresh,1,0
CLG022270P10DC,Fresh,unsatisfied_fresh,2,0
CLG022270P10DC,Fresh,unsatisfied_fresh,3,0
CLG022270P10DC,Fresh,unsatisfied_fresh,4,0
BLGS07595P24DC,Fresh,unsatisfied_fresh,0,0
BLGS07595P24DC,Fresh,unsatisfied_fresh,1,0
BLGS07595P24DC,Fresh,unsatisfied_fresh,2,0
BLGS07595P24DC,Fresh,unsatisfied_fresh,3,0
BLGS07595P24DC,Fresh,unsatisfied_fresh,4,0
CRB01924VP04DC,Fresh,unsatisfied_fresh,0,0
CRB01924VP04DC,Fresh,unsatisfied_fresh,1,0
CRB01924VP04DC,Fresh,unsatisfied_fresh,2,0
CRB01924VP04DC,Fresh,unsatisfied_fresh,3,0
CRB01924VP04DC,Fresh,unsatisfied_fresh,4,0
CLG022270K06DC,Fresh,unsatisfied_fresh,0,0
CLG022270K06DC,Fresh,unsatisfied_fresh,1,0
CLG022270K06DC,Fresh,unsatisfied_fresh,2,0
CLG022270K06DC,Fresh,unsatisfied_fresh,3,0
CLG022270K06DC,Fresh,unsatisfied_fresh,4,0
BBRSMF000K04DC,Fresh,unsatisfied_fresh,0,0
BBRSMF000K04DC,Fresh,unsatisfied_fresh,1,650
BBRSMF000K04DC,Fresh,unsatisfied_fresh,2,707
BBRSMF000K04DC,Fresh,unsatisfied_fresh,3,507
BBRSMF000K04DC,Fresh,unsatisfied_fresh,4,419
BBR0F0000K02DC,Fresh,unsatisfied_fresh,0,0
BBR0F0000K02DC,Fresh,unsatisfied_fresh,1,0
BBR0F0000K02DC,Fresh,unsatisfied_fresh,2,0
BBR0F0000K02DC,Fresh,unsatisfied_fresh,3,0
BBR0F0000K02DC,Fresh,unsatisfied_fresh,4,0
C3JWL0000K02DC,Fresh,unsatisfied_fresh,0,0
C3JWL0000K02DC,Fresh,unsatisfied_fresh,1,0
C3JWL0000K02DC,Fresh,unsatisfied_fresh,2,0
C3JWL0000K02DC,Fresh,unsatisfied_fresh,3,0
C3JWL0000K02DC,Fresh,unsatisfied_fresh,4,0
CDS0CU000K02DC,Fresh,unsatisfied_fresh,0,0
CDS0CU000K02DC,Fresh,unsatisfied_fresh,1,42
CDS0CU000K02DC,Fresh,unsatisfied_fresh,2,42
CDS0CU000K02DC,Fresh,unsatisfied_fresh,3,38
CDS0CU000K02DC,Fresh,unsatisfied_fresh,4,40
CRB015190K02DC,Fresh,unsatisfied_fresh,0,0
CRB015190K02DC,Fresh,unsatisfied_fresh,1,123
CRB015190K02DC,Fresh,unsatisfied_fresh,2,123
CRB015190K02DC,Fresh,unsatisfied_fresh,3,121
CRB015190K02DC,Fresh,unsatisfied_fresh,4,123
C9PCWBM20P18DC,Fresh,unsatisfied_fresh,0,0
C9PCWBM20P18DC,Fresh,unsatisfied_fresh,1,0
C9PCWBM20P18DC,Fresh,unsatisfied_fresh,2,0
C9PCWBM20P18DC,Fresh,unsatisfied_fresh,3,0
C9PCWBM20P18DC,Fresh,unsatisfied_fresh,4,2
BLG0F0000K02DC,Fresh,unsatisfied_fresh,0,0
BLG0F0000K02DC,Fresh,unsatisfied_fresh,1,0
BLG0F0000K02DC,Fresh,unsatisfied_fresh,2,0
BLG0F0000K02DC,Fresh,unsatisfied_fresh,3,0
BLG0F0000K02DC,Fresh,unsatisfied_fresh,4,0
PDMTF0000K02DC,Fresh,unsatisfied_fresh,0,0
PDMTF0000K02DC,Fresh,unsatisfied_fresh,1,11
PDMTF0000K02DC,Fresh,unsatisfied_fresh,2,28
PDMTF0000K02DC,Fresh,unsatisfied_fresh,3,5
PDMTF0000K02DC,Fresh,unsatisfied_fresh,4,0
C3JW0913VP06DC,Fresh,unsatisfied_fresh,0,0
C3JW0913VP06DC,Fresh,unsatisfied_fresh,1,0
C3JW0913VP06DC,Fresh,unsatisfied_fresh,2,0
C3JW0913VP06DC,Fresh,unsatisfied_fresh,3,0
C3JW0913VP06DC,Fresh,unsatisfied_fresh,4,0
CKE01218VP04DC,Fresh,unsatisfied_fresh,0,0
CKE01218VP04DC,Fresh,unsatisfied_fresh,1,0
CKE01218VP04DC,Fresh,unsatisfied_fresh,2,0
CKE01218VP04DC,Fresh,unsatisfied_fresh,3,0
CKE01218VP04DC,Fresh,unsatisfied_fresh,4,0
CRB015190K06DC,Fresh,unsatisfied_fresh,0,0
CRB015190K06DC,Fresh,unsatisfied_fresh,1,2
CRB015190K06DC,Fresh,unsatisfied_fresh,2,2
CRB015190K06DC,Fresh,unsatisfied_fresh,3,0
CRB015190K06DC,Fresh,unsatisfied_fresh,4,2
CRB019240K02DC,Fresh,unsatisfied_fresh,0,0
CRB019240K02DC,Fresh,unsatisfied_fresh,1,22
CRB019240K02DC,Fresh,unsatisfied_fresh,2,0
CRB019240K02DC,Fresh,unsatisfied_fresh,3,0
CRB019240K02DC,Fresh,unsatisfied_fresh,4,9
BBRSF3540K02DC,Fresh,unsatisfied_fresh,0,0
BBRSF3540K02DC,Fresh,unsatisfied_fresh,1,0
BBRSF3540K02DC,Fresh,unsatisfied_fresh,2,0
BBRSF3540K02DC,Fresh,unsatisfied_fresh,3,0
BBRSF3540K02DC,Fresh,unsatisfied_fresh,4,0
BBRSF0000K02DC,Fresh,unsatisfied_fresh,0,0
BBRSF0000K02DC,Fresh,unsatisfied_fresh,1,0
BBRSF0000K02DC,Fresh,unsatisfied_fresh,2,0
BBRSF0000K02DC,Fresh,unsatisfied_fresh,3,0
BBRSF0000K02DC,Fresh,unsatisfied_fresh,4,0
BCH019220K02DC,Fresh,unsatisfied_fresh,0,0
BCH019220K02DC,Fresh,unsatisfied_fresh,1,0
BCH019220K02DC,Fresh,unsatisfied_fresh,2,0
BCH019220K02DC,Fresh,unsatisfied_fresh,3,0
BCH019220K02DC,Fresh,unsatisfied_fresh,4,0
CRB019240K06DC,Fresh,unsatisfied_fresh,0,0
CRB019240K06DC,Fresh,unsatisfied_fresh,1,12
CRB019240K06DC,Fresh,unsatisfied_fresh,2,12
CRB019240K06DC,Fresh,unsatisfied_fresh,3,10
CRB019240K06DC,Fresh,unsatisfied_fresh,4,12
BFL0F0000K02DC,Fresh,unsatisfied_fresh,0,0
BFL0F0000K02DC,Fresh,unsatisfied_fresh,1,0
BFL0F0000K02DC,Fresh,unsatisfied_fresh,2,0
BFL0F0000K02DC,Fresh,unsatisfied_fresh,3,23
BFL0F0000K02DC,Fresh,unsatisfied_fresh,4,0
CCHICU000K06DC,Fresh,unsatisfied_fresh,0,0
CCHICU000K06DC,Fresh,unsatisfied_fresh,1,121
CCHICU000K06DC,Fresh,unsatisfied_fresh,2,121
CCHICU000K06DC,Fresh,unsatisfied_fresh,3,102
CCHICU000K06DC,Fresh,unsatisfied_fresh,4,104
BLGSF0000K02DC,Fresh,unsatisfied_fresh,0,0
BLGSF0000K02DC,Fresh,unsatisfied_fresh,1,0
BLGSF0000K02DC,Fresh,unsatisfied_fresh,2,0
BLGSF0000K02DC,Fresh,unsatisfied_fresh,3,0
BLGSF0000K02DC,Fresh,unsatisfied_fresh,4,0
BTH005565K06DC,Fresh,unsatisfied_fresh,0,0
BTH005565K06DC,Fresh,unsatisfied_fresh,1,0
BTH005565K06DC,Fresh,unsatisfied_fresh,2,0
BTH005565K06DC,Fresh,unsatisfied_fresh,3,0
BTH005565K06DC,Fresh,unsatisfied_fresh,4,0
BTHSMF02CK02DC,Fresh,unsatisfied_fresh,0,0
BTHSMF02CK02DC,Fresh,unsatisfied_fresh,1,0
BTHSMF02CK02DC,Fresh,unsatisfied_fresh,2,0
BTHSMF02CK02DC,Fresh,unsatisfied_fresh,3,0
BTHSMF02CK02DC,Fresh,unsatisfied_fresh,4,0
C3JW09120K04DC,Fresh,unsatisfied_fresh,0,0
C3JW09120K04DC,Fresh,unsatisfied_fresh,1,0
C3JW09120K04DC,Fresh,unsatisfied_fresh,2,0
C3JW09120K04DC,Fresh,unsatisfied_fresh,3,0
C3JW09120K04DC,Fresh,unsatisfied_fresh,4,0
BTHSMF0FFK04DC,Fresh,unsatisfied_fresh,0,0
BTHSMF0FFK04DC,Fresh,unsatisfied_fresh,1,0
BTHSMF0FFK04DC,Fresh,unsatisfied_fresh,2,0
BTHSMF0FFK04DC,Fresh,unsatisfied_fresh,3,0
BTHSMF0FFK04DC,Fresh,unsatisfied_fresh,4,0
BBRS1823FK02DC,Fresh,unsatisfied_fresh,0,0
BBRS1823FK02DC,Fresh,unsatisfied_fresh,1,0
BBRS1823FK02DC,Fresh,unsatisfied_fresh,2,0
BBRS1823FK02DC,Fresh,unsatisfied_fresh,3,0
BBRS1823FK02DC,Fresh,unsatisfied_fresh,4,0
C3JW09130K02DC,Fresh,unsatisfied_fresh,0,0
C3JW09130K02DC,Fresh,unsatisfied_fresh,1,363
C3JW09130K02DC,Fresh,unsatisfied_fresh,2,332
C3JW09130K02DC,Fresh,unsatisfied_fresh,3,333
C3JW09130K02DC,Fresh,unsatisfied_fresh,4,266
BFL003540K02DC,Fresh,unsatisfied_fresh,0,0
BFL003540K02DC,Fresh,unsatisfied_fresh,1,0
BFL003540K02DC,Fresh,unsatisfied_fresh,2,0
BFL003540K02DC,Fresh,unsatisfied_fresh,3,0
BFL003540K02DC,Fresh,unsatisfied_fresh,4,0
C3JW00BRUK02DC,Fresh,unsatisfied_fresh,0,0
C3JW00BRUK02DC,Fresh,unsatisfied_fresh,1,0
C3JW00BRUK02DC,Fresh,unsatisfied_fresh,2,0
C3JW00BRUK02DC,Fresh,unsatisfied_fresh,3,0
C3JW00BRUK02DC,Fresh,unsatisfied_fresh,4,0
CTH016210K02DC,Fresh,unsatisfied_fresh,0,0
CTH016210K02DC,Fresh,unsatisfied_fresh,1,1169
CTH016210K02DC,Fresh,unsatisfied_fresh,2,1169
CTH016210K02DC,Fresh,unsatisfied_fresh,3,1169
CTH016210K02DC,Fresh,unsatisfied_fresh,4,1169
CDS010140K02DC,Fresh,unsatisfied_fresh,0,0
CDS010140K02DC,Fresh,unsatisfied_fresh,1,633
CDS010140K02DC,Fresh,unsatisfied_fresh,2,633
CDS010140K02DC,Fresh,unsatisfied_fresh,3,162
CDS010140K02DC,Fresh,unsatisfied_fresh,4,162
CDS008110K02DC,Fresh,unsatisfied_fresh,0,0
CDS008110K02DC,Fresh,unsatisfied_fresh,1,2
CDS008110K02DC,Fresh,unsatisfied_fresh,2,1
CDS008110K02DC,Fresh,unsatisfied_fresh,3,14
CDS008110K02DC,Fresh,unsatisfied_fresh,4,3
CDS01014VP06DC,Fresh,unsatisfied_fresh,0,0
CDS01014VP06DC,Fresh,unsatisfied_fresh,1,0
CDS01014VP06DC,Fresh,unsatisfied_fresh,2,0
CDS01014VP06DC,Fresh,unsatisfied_fresh,3,0
CDS01014VP06DC,Fresh,unsatisfied_fresh,4,0
CCHICU000K02DC,Fresh,unsatisfied_fresh,0,0
CCHICU000K02DC,Fresh,unsatisfied_fresh,1,0
CCHICU000K02DC,Fresh,unsatisfied_fresh,2,0
CCHICU000K02DC,Fresh,unsatisfied_fresh,3,0
CCHICU000K02DC,Fresh,unsatisfied_fresh,4,0
PDMTMF000150DC,Fresh,unsatisfied_fresh,0,0
PDMTMF000150DC,Fresh,unsatisfied_fresh,1,38
PDMTMF000150DC,Fresh,unsatisfied_fresh,2,54
PDMTMF000150DC,Fresh,unsatisfied_fresh,3,31
PDMTMF000150DC,Fresh,unsatisfied_fresh,4,26
CTH013160K02DC,Fresh,unsatisfied_fresh,0,0
CTH013160K02DC,Fresh,unsatisfied_fresh,1,19
CTH013160K02DC,Fresh,unsatisfied_fresh,2,0
CTH013160K02DC,Fresh,unsatisfied_fresh,3,0
CTH013160K02DC,Fresh,unsatisfied_fresh,4,0
C3JW07100K02DC,Fresh,unsatisfied_fresh,0,0
C3JW07100K02DC,Fresh,unsatisfied_fresh,1,175
C3JW07100K02DC,Fresh,unsatisfied_fresh,2,175
C3JW07100K02DC,Fresh,unsatisfied_fresh,3,174
C3JW07100K02DC,Fresh,unsatisfied_fresh,4,175
BBRS07595P24DC,Fresh,unsatisfied_fresh,0,0
BBRS07595P24DC,Fresh,unsatisfied_fresh,1,0
BBRS07595P24DC,Fresh,unsatisfied_fresh,2,0
BBRS07595P24DC,Fresh,unsatisfied_fresh,3,0
BBRS07595P24DC,Fresh,unsatisfied_fresh,4,0
BTHSF0000K02DC,Fresh,unsatisfied_fresh,0,0
BTHSF0000K02DC,Fresh,unsatisfied_fresh,1,0
BTHSF0000K02DC,Fresh,unsatisfied_fresh,2,0
BTHSF0000K02DC,Fresh,unsatisfied_fresh,3,0
BTHSF0000K02DC,Fresh,unsatisfied_fresh,4,0
CTH015180P12DC,Fresh,unsatisfied_fresh,0,0
CTH015180P12DC,Fresh,unsatisfied_fresh,1,0
CTH015180P12DC,Fresh,unsatisfied_fresh,2,0
CTH015180P12DC,Fresh,unsatisfied_fresh,3,0
CTH015180P12DC,Fresh,unsatisfied_fresh,4,0
BBRS1821FK02DC,Fresh,unsatisfied_fresh,0,0
BBRS1821FK02DC,Fresh,unsatisfied_fresh,1,0
BBRS1821FK02DC,Fresh,unsatisfied_fresh,2,0
BBRS1821FK02DC,Fresh,unsatisfied_fresh,3,0
BBRS1821FK02DC,Fresh,unsatisfied_fresh,4,0
C9PCGCH00P18DC,Fresh,unsatisfied_fresh,0,0
C9PCGCH00P18DC,Fresh,unsatisfied_fresh,1,0
C9PCGCH00P18DC,Fresh,unsatisfied_fresh,2,0
C9PCGCH00P18DC,Fresh,unsatisfied_fresh,3,0
C9PCGCH00P18DC,Fresh,unsatisfied_fresh,4,0
CTH01621VP04DC,Fresh,unsatisfied_fresh,0,0
CTH01621VP04DC,Fresh,unsatisfied_fresh,1,0
CTH01621VP04DC,Fresh,unsatisfied_fresh,2,0
CTH01621VP04DC,Fresh,unsatisfied_fresh,3,0
CTH01621VP04DC,Fresh,unsatisfied_fresh,4,0
C4PC00000P08DC,Fresh,unsatisfied_fresh,0,0
C4PC00000P08DC,Fresh,unsatisfied_fresh,1,0
C4PC00000P08DC,Fresh,unsatisfied_fresh,2,0
C4PC00000P08DC,Fresh,unsatisfied_fresh,3,0
C4PC00000P08DC,Fresh,unsatisfied_fresh,4,0
C9PC00000P18DC,Fresh,unsatisfied_fresh,0,0
C9PC00000P18DC,Fresh,unsatisfied_fresh,1,0
C9PC00000P18DC,Fresh,unsatisfied_fresh,2,0
C9PC00000P18DC,Fresh,unsatisfied_fresh,3,0
C9PC00000P18DC,Fresh,unsatisfied_fresh,4,0
BTHSMF000K04DC,Fresh,unsatisfied_fresh,0,0
BTHSMF000K04DC,Fresh,unsatisfied_fresh,1,0
BTHSMF000K04DC,Fresh,unsatisfied_fresh,2,0
BTHSMF000K04DC,Fresh,unsatisfied_fresh,3,0
BTHSMF000K04DC,Fresh,unsatisfied_fresh,4,0
CBRSH2332P10DC,Fresh,unsatisfied_fresh,0,0
CBRSH2332P10DC,Fresh,unsatisfied_fresh,1,0
CBRSH2332P10DC,Fresh,unsatisfied_fresh,2,0
CBRSH2332P10DC,Fresh,unsatisfied_fresh,3,4
CBRSH2332P10DC,Fresh,unsatisfied_fresh,4,0
BTH009100K06DC,Fresh,unsatisfied_fresh,0,0
BTH009100K06DC,Fresh,unsatisfied_fresh,1,0
BTH009100K06DC,Fresh,unsatisfied_fresh,2,0
BTH009100K06DC,Fresh,unsatisfied_fresh,3,0
BTH009100K06DC,Fresh,unsatisfied_fresh,4,0
CTH016190K02DC,Fresh,unsatisfied_fresh,0,0
CTH016190K02DC,Fresh,unsatisfied_fresh,1,0
CTH016190K02DC,Fresh,unsatisfied_fresh,2,0
CTH016190K02DC,Fresh,unsatisfied_fresh,3,0
CTH016190K02DC,Fresh,unsatisfied_fresh,4,0
BTH0F0000K02DC,Fresh,unsatisfied_fresh,0,0
BTH0F0000K02DC,Fresh,unsatisfied_fresh,1,0
BTH0F0000K02DC,Fresh,unsatisfied_fresh,2,0
BTH0F0000K02DC,Fresh,unsatisfied_fresh,3,0
BTH0F0000K02DC,Fresh,unsatisfied_fresh,4,0
BLG018230K02DC,Fresh,unsatisfied_fresh,0,0
BLG018230K02DC,Fresh,unsatisfied_fresh,1,0
BLG018230K02DC,Fresh,unsatisfied_fresh,2,0
BLG018230K02DC,Fresh,unsatisfied_fresh,3,0
BLG018230K02DC,Fresh,unsatisfied_fresh,4,0
BBRS16180K05DC,Fresh,unsatisfied_fresh,0,0
BBRS16180K05DC,Fresh,unsatisfied_fresh,1,0
BBRS16180K05DC,Fresh,unsatisfied_fresh,2,0
BBRS16180K05DC,Fresh,unsatisfied_fresh,3,0
BBRS16180K05DC,Fresh,unsatisfied_fresh,4,0
PMJWF0000K02DC,Fresh,unsatisfied_fresh,0,0
PMJWF0000K02DC,Fresh,unsatisfied_fresh,1,0
PMJWF0000K02DC,Fresh,unsatisfied_fresh,2,0
PMJWF0000K02DC,Fresh,unsatisfied_fresh,3,0
PMJWF0000K02DC,Fresh,unsatisfied_fresh,4,0
CDS010140P20DC,Fresh,unsatisfied_fresh,0,0
CDS010140P20DC,Fresh,unsatisfied_fresh,1,0
CDS010140P20DC,Fresh,unsatisfied_fresh,2,0
CDS010140P20DC,Fresh,unsatisfied_fresh,3,0
CDS010140P20DC,Fresh,unsatisfied_fresh,4,0
P3JW08100K02DC,Fresh,unsatisfied_fresh,0,0
P3JW08100K02DC,Fresh,unsatisfied_fresh,1,50
P3JW08100K02DC,Fresh,unsatisfied_fresh,2,49
P3JW08100K02DC,Fresh,unsatisfied_fresh,3,49
P3JW08100K02DC,Fresh,unsatisfied_fresh,4,49
BTH007585K04DC,Fresh,unsatisfied_fresh,0,0
BTH007585K04DC,Fresh,unsatisfied_fresh,1,0
BTH007585K04DC,Fresh,unsatisfied_fresh,2,0
BTH007585K04DC,Fresh,unsatisfied_fresh,3,0
BTH007585K04DC,Fresh,unsatisfied_fresh,4,0
BBRS2325FK06DC,Fresh,unsatisfied_fresh,0,0
BBRS2325FK06DC,Fresh,unsatisfied_fresh,1,0
BBRS2325FK06DC,Fresh,unsatisfied_fresh,2,0
BBRS2325FK06DC,Fresh,unsatisfied_fresh,3,0
BBRS2325FK06DC,Fresh,unsatisfied_fresh,4,0
CDS0J0000K02DF,Frozen,unsatisfied_frozen,0,0
CDS0J0000K02DF,Frozen,unsatisfied_frozen,1,0
CDS0J0000K02DF,Frozen,unsatisfied_frozen,2,0
CDS0J0000K02DF,Frozen,unsatisfied_frozen,3,0
CDS0J0000K02DF,Frozen,unsatisfied_frozen,4,0
P3JW00BRUK02DF,Frozen,unsatisfied_frozen,0,0
P3JW00BRUK02DF,Frozen,unsatisfied_frozen,1,0
P3JW00BRUK02DF,Frozen,unsatisfied_frozen,2,0
P3JW00BRUK02DF,Frozen,unsatisfied_frozen,3,0
P3JW00BRUK02DF,Frozen,unsatisfied_frozen,4,0
CKE0F0000K02DF,Frozen,unsatisfied_frozen,0,0
CKE0F0000K02DF,Frozen,unsatisfied_frozen,1,0
CKE0F0000K02DF,Frozen,unsatisfied_frozen,2,0
CKE0F0000K02DF,Frozen,unsatisfied_frozen,3,0
CKE0F0000K02DF,Frozen,unsatisfied_frozen,4,0
BTHS07595P24DF,Frozen,unsatisfied_frozen,0,0
BTHS07595P24DF,Frozen,unsatisfied_frozen,1,0
BTHS07595P24DF,Frozen,unsatisfied_frozen,2,0
BTHS07595P24DF,Frozen,unsatisfied_frozen,3,0
BTHS07595P24DF,Frozen,unsatisfied_frozen,4,0
PDMT04050K02DF,Frozen,unsatisfied_frozen,0,0
PDMT04050K02DF,Frozen,unsatisfied_frozen,1,0
PDMT04050K02DF,Frozen,unsatisfied_frozen,2,0
PDMT04050K02DF,Frozen,unsatisfied_frozen,3,0
PDMT04050K02DF,Frozen,unsatisfied_frozen,4,0
BTH0CU020K02DF,Frozen,unsatisfied_frozen,0,0
BTH0CU020K02DF,Frozen,unsatisfied_frozen,1,0
BTH0CU020K02DF,Frozen,unsatisfied_frozen,2,0
BTH0CU020K02DF,Frozen,unsatisfied_frozen,3,0
BTH0CU020K02DF,Frozen,unsatisfied_frozen,4,0
P3JW07090K02DF,Frozen,unsatisfied_frozen,0,0
P3JW07090K02DF,Frozen,unsatisfied_frozen,1,0
P3JW07090K02DF,Frozen,unsatisfied_frozen,2,0
P3JW07090K02DF,Frozen,unsatisfied_frozen,3,0
P3JW07090K02DF,Frozen,unsatisfied_frozen,4,0
PMJWMF000150DF,Frozen,unsatisfied_frozen,0,0
PMJWMF000150DF,Frozen,unsatisfied_frozen,1,0
PMJWMF000150DF,Frozen,unsatisfied_frozen,2,0
PMJWMF000150DF,Frozen,unsatisfied_frozen,3,0
PMJWMF000150DF,Frozen,unsatisfied_frozen,4,0
CLG026340K06DF,Frozen,unsatisfied_frozen,0,0
CLG026340K06DF,Frozen,unsatisfied_frozen,1,0
CLG026340K06DF,Frozen,unsatisfied_frozen,2,0
CLG026340K06DF,Frozen,unsatisfied_frozen,3,0
CLG026340K06DF,Frozen,unsatisfied_frozen,4,0
CDS0S0000K02DF,Frozen,unsatisfied_frozen,0,0
CDS0S0000K02DF,Frozen,unsatisfied_frozen,1,0
CDS0S0000K02DF,Frozen,unsatisfied_frozen,2,0
CDS0S0000K02DF,Frozen,unsatisfied_frozen,3,0
CDS0S0000K02DF,Frozen,unsatisfied_frozen,4,0
CLG022270P10DF,Frozen,unsatisfied_frozen,0,0
CLG022270P10DF,Frozen,unsatisfied_frozen,1,0
CLG022270P10DF,Frozen,unsatisfied_frozen,2,0
CLG022270P10DF,Frozen,unsatisfied_frozen,3,0
CLG022270P10DF,Frozen,unsatisfied_frozen,4,0
BLGS07595P24DF,Frozen,unsatisfied_frozen,0,0
BLGS07595P24DF,Frozen,unsatisfied_frozen,1,0
BLGS07595P24DF,Frozen,unsatisfied_frozen,2,0
BLGS07595P24DF,Frozen,unsatisfied_frozen,3,0
BLGS07595P24DF,Frozen,unsatisfied_frozen,4,0
CRB01924VP04DF,Frozen,unsatisfied_frozen,0,0
CRB01924VP04DF,Frozen,unsatisfied_frozen,1,0
CRB01924VP04DF,Frozen,unsatisfied_frozen,2,0
CRB01924VP04DF,Frozen,unsatisfied_frozen,3,0
CRB01924VP04DF,Frozen,unsatisfied_frozen,4,0
CLG022270K06DF,Frozen,unsatisfied_frozen,0,0
CLG022270K06DF,Frozen,unsatisfied_frozen,1,0
CLG022270K06DF,Frozen,unsatisfied_frozen,2,0
CLG022270K06DF,Frozen,unsatisfied_frozen,3,0
CLG022270K06DF,Frozen,unsatisfied_frozen,4,0
BBRSMF000K04DF,Frozen,unsatisfied_frozen,0,0
BBRSMF000K04DF,Frozen,unsatisfied_frozen,1,0
BBRSMF000K04DF,Frozen,unsatisfied_frozen,2,0
BBRSMF000K04DF,Frozen,unsatisfied_frozen,3,0
BBRSMF000K04DF,Frozen,unsatisfied_frozen,4,0
BBR0F0000K02DF,Frozen,unsatisfied_frozen,0,0
BBR0F0000K02DF,Frozen,unsatisfied_frozen,1,0
BBR0F0000K02DF,Frozen,unsatisfied_frozen,2,0
BBR0F0000K02DF,Frozen,unsatisfied_frozen,3,0
BBR0F0000K02DF,Frozen,unsatisfied_frozen,4,0
C3JWL0000K02DF,Frozen,unsatisfied_frozen,0,0
C3JWL0000K02DF,Frozen,unsatisfied_frozen,1,0
C3JWL0000K02DF,Frozen,unsatisfied_frozen,2,0
C3JWL0000K02DF,Frozen,unsatisfied_frozen,3,0
C3JWL0000K02DF,Frozen,unsatisfied_frozen,4,0
CDS0CU000K02DF,Frozen,unsatisfied_frozen,0,0
CDS0CU000K02DF,Frozen,unsatisfied_frozen,1,0
CDS0CU000K02DF,Frozen,unsatisfied_frozen,2,0
CDS0CU000K02DF,Frozen,unsatisfied_frozen,3,0
CDS0CU000K02DF,Frozen,unsatisfied_frozen,4,0
CRB015190K02DF,Frozen,unsatisfied_frozen,0,0
CRB015190K02DF,Frozen,unsatisfied_frozen,1,0
CRB015190K02DF,Frozen,unsatisfied_frozen,2,0
CRB015190K02DF,Frozen,unsatisfied_frozen,3,0
CRB015190K02DF,Frozen,unsatisfied_frozen,4,0
C9PCWBM20P18DF,Frozen,unsatisfied_frozen,0,0
C9PCWBM20P18DF,Frozen,unsatisfied_frozen,1,0
C9PCWBM20P18DF,Frozen,unsatisfied_frozen,2,0
C9PCWBM20P18DF,Frozen,unsatisfied_frozen,3,0
C9PCWBM20P18DF,Frozen,unsatisfied_frozen,4,0
BLG0F0000K02DF,Frozen,unsatisfied_frozen,0,0
BLG0F0000K02DF,Frozen,unsatisfied_frozen,1,0
